original-txt
31JLPPHS2W3XGIU5A808G4TOAN93OS
31Q0U3WYDROUL9OR6I5NHPSWMCC17V
3IKZ72A5B6PAE9AMTO1X2OIGN1ZNFS
3B837J3LDQ54XC70SFIDI765DOOSRA
3IO1LGZLKB6TS9U7MT9AQLF858A68Z
3KXIR214I6P4R7O4NO7UJWIRNH142Y
382M9COHEJOV3LUZVETDY1PAJWDUE9
3MHW492WW2MTSOBCH2R17VW265HVMS
3I2PTA7R3V36XSFSARKBMV5Q088QKP
30LSNF239W4YZENJ8D9YDXSASZTI2I
3WS1NTTKE0L7TDIFSIZZRCM3FBC0FO
3N2BF7Y2VS3OANGSCDAXSU5TYQ2HMK
3QY5DC2MXTTN9ZUVQPDJGJAAVXYUFX
374TNBHA8D41HX49E6L2V3K1YNIYQT
3IUZPWIU1QGBHPBEM0JHEKNCOATWK5
3OHYZ19UGEEX03TQJNFI3C7UGWVAON
3WS1NTTKE0L7TDIFSIZZRCM3F8OF09
3X87C8JFV8K4LBS0F0TDDHW0H2MSQ9
3ZGVPD4G6VQEE366RWHGEF4QOPOZT4
3VD82FOHKSXLTIQO31B997XIG0KOC9
3Z4AIRP3C8MO0OUIOV9LBO5KO71X10
3TXWC2NHN1ZYTCBEYYIRRM6B72H9S3
3MB8LZR5BH2V6VZFIMCF596WQ2JLKT
3V5Q80FXIZ0J9B50NA2B9RQL9HG23M
34PGFRQONQKG655W4FJ5D5NZ9LNJWN
33NF62TLXLBPB5BFF102PUT4MGMJK3
3WEV0KO0OO1AW2OVAENTDIP1YNTDSL
3QAPZX2QN6MNSJ634NKS7TSE64K02B
32Z9ZLUT1NTCAQ14PTPAKYUYTRROHI
3K2755HG5UC1SXJ94UNU6J6M9Y8DFD
33C7UALJVN7YLNTAGNXTVPORXYO81Z
3VHHR074H5Q7BGSVZSN6141AKIML7Q
3FTOP5WARHXNYF4BB8QK6AEV8FAJ0L
3F6KKYWMNDADGPWQ2I67EOFVBPONDO
3QJOXOW4XL0CQDPQMC2R7R8G6CHMEK
3LQ8PUHQFN12E4Q1RYC501YCHKBHI3
3KYQYYSHYXGVYAW23X6KTDF01YQODZ
3ZSY5X72NZKPZKF7LY14Y2W4GZJROA
3QRYMNZ7F0QKXESNO86MJSXHEA9TN8
3QRYMNZ7F0QKXESNO86MJSXHEBGTNH
3OLQQLKKNUYMP5J5JFPZRZGZ2HVEJF
32EYX73OY2IKCPZ4HKDDX8OTYL7RUN
3TVSS0C0E39AK811G9X9FBA87MHTW3
3Y4W8Q93L1TQOU5Z49SYO598XRQDVT
3TPZPLC3M2LF1I66P8DN54YEKR83PA
3IAS3U3I0HPOC69D23HHRAOXX992BT
3Z7ISHFUH24VGJEIOY6LNJ83ABVZ85
3ERMJ6L4D01RHYAGZ4OL1HGZKNA7MC
339ANSOTR7BTGUR9XJF2DTE49YMKIB
3KB8R4ZV1GGER0HK1I26TEIY7SSBGZ
3570Y55XZRSA48AVBAGQ1PGZS1DYG4
32VNZTT0A9DLVR5P2EMVK4QZZ8I4RC
3EA3QWIZ4K4SJDHWRSTUEK10SBJTIW
3VZLGYJEYNJLVKFQW6ID3IPW1LGXZP
3Z9WI9EOZ1XTKZGPR1XHDHDP9M0HKA
3A1COHJ8NL49PYEOIC0ENC4YENK8HY
34HJIJKLP75DOYM6BYR5L1F2KEYV4Z
3STRJBFXOY0JP87KRVE6R0GDKF4KTU
3137ONMDKIECY3T4B94WUMOJAP7EG4
3H8DHMCCWBKC8JBN55ERMWYRHU7KD4
3MTMREQS4XR55C2SA96SK6KGJYWAW1
3MD9PLUKKKNGJQ1MU0V45GYYZ6TZNS
33FOTY3KEOU0XQJNXZDYXBKANO91CW
3X0H8UUIT3X958OMR9SJ56EM54EWSU
3MRNMEIQW7FNSPT5Q5QS1WB66UKDL8
3E47SOBEYS5BXWFL56Y4PA1W4QICIX
3KMS4QQVK4Z963PJWB9HAW1CT6UKFK
39GHHAVOMH04X3MCU9DMID48PRR4JN
32EYX73OY2IKCPZ4HKDDX8OTYMKUR5
3EJPLAJKEOP8C5VUVJ9N35CC4IDZ6V
3RSDURM96CVCKUE45FQ21MVNFNHYEA
3C44YUNSI3YDJA83IXJZIDKQB3KPDF
3A1PQ49WVJQREYU3JRRZ82HQ0FAH1F
3A4TN5196MRB1141ZOGJPY0H4C3HC7
3YW4XOSQKSUWJK0NJQYYRH6GUNCU1T
3ZQIG0FLQGPPX05QL4XOGTYT487VWX
3018Q3ZVOKZ0XGL6BFWMX7CZRIGARV
3PDJHANYK7PMLKV0PX3G3Y878QRH6E
3J4Q2Z4UT0CXSS99Z53EA6ZLNGKQWQ
3YOH7BII0BGY20B9WQELSI4YH1VVKY
3LOZAJ85YFMVP9CE7Z9ZG7FPGC8X28
3Z2R0DQ0JJNMJ9LXCUJ7SIUI05TE2A
32SCWG5HIJDEY1TO8ABLC7AYUH36PA
3YOH7BII0BGY20B9WQELSI4YH1WVKZ
3BDCF01OGZ3QQ0OWM1D6EHL7OIVLYT
3RJSC4XJ123FRGPQM6MQ50VQQH405B
38JBBYETQQJWMN0KG82VLXRGKJR4EY
3NGMS9VZTNRYQHX5V0IKUJ97LADFFD
3M68NM076JGZAE93L2FAH2ADVZRR6N
3I0BTBYZAZUDT4ZAX8RNGXTJLKVY08
3RGU30DZTCHK1TBI0DDI47L8BLWJMN
3S3AMIZX3WEUPLZZDSXTYDLJCK8DCS
3WZ36BJEV5PIW53QLI1DSXXNXM4BTC
3TS1AR6UQSNLBOIZDHK86RWQNN57FE
3CCZ6YKWR9SXNAD3M25JYBWJTJX95R
37U1UTWH9XVMESSREHC81G641VCR86
3S3AMIZX3WEUPLZZDSXTYDLJCK5DCP
3VP0C6EFSI58DYWBGUJTV3G3PCR6MD
3ZAK8W07I6NWCVF5N7UYDCN6PV8U0S
3QBD8R3Z23SIYED9AM5RQ9LUOM9O40
3OCHAWUVGQTQ6PG4W5F3G31JXDZXK1
3ZGVPD4G6VQEE366RWHGEF4QOOGZTU
3IQ1VMJRYVTUTGPKHYW06MC5LXC9AB
392CY0QWG3082S26CRSM6CP8CDC4IN
3KMS4QQVK4Z963PJWB9HAW1CT7ZFKM
30H4UDGLT4RGN4EGVQI2137KKJKPM9
3570Y55XZRSA48AVBAGQ1PGZS03GYA
3M0NZ3JDP37CT1VGQ0ZIBZYC8LY5ZD
3ZPBJO59KRAL6TAFZKBU94IZPCGDH4
3PDJHANYK7PMLKV0PX3G3Y878RVH6K
3L0KT67Y8GPDUDJM6AA7Q3Z2GCXSY8
3SPJ033423CKVA0WJG1TY28FKSPYJ1
3LQ8PUHQFN12E4Q1RYC501YCHHKHI6
3V5Q80FXIZ0J9B50NA2B9RQL9HI23O
3JRJSWSMQJUB4RHGGUXCBSZA6KA3ET
37M28K1J0SMJZS2T3ANDVGQ8H3PAJA
3ZQIG0FLQGPPX05QL4XOGTYT47RWVG
3OB0CAO74JYO4456VGY8MPS070JHYD
3MTMREQS4XR55C2SA96SK6KGJXWWAL
34BBWHLWHCKKBULQMXY5148ZW66WIW
3Z7EFSHGNBN8NR4G4SY5SKOBS3MCXX
3L4PIM1GQVP1TYJ9RLA20TU6U9FYRP
351SEKWQS2Q7Y7BQQHR719QV6YBMDI
30JNVC0ORBTFV2EK46HE93PY8R5QHM
3M1CVSFP62E0LF66Y07MSH2UVXHAQZ
3C2NJ6JBKCQQDFYA5TMQI5OREYN2NI
3MYYFCXHJ5GU61WBM3SJL0CSX0B4GM
3VNL7UK1XHS89MF6QKN9BNO8CJQFTQ
3KOPY89HMABJF738UV8388C2BS13J9
3IX2EGZR7DSBY9OA5L9ZQ6FIH67RJR
3QUO65DNQWXHFC7OPSW93DJON1CUOC
